Date,category,item,unit,min_price,max_price
2024-04-28,Miscellaneous,Sugar,per kg,130,140
2024-04-29,Miscellaneous,Sugar,per kg,125,135
2024-04-30,Miscellaneous,Sugar,per kg,125,135
2024-05-02,Miscellaneous,Sugar,per kg,125,135
2024-05-03,Miscellaneous,Sugar,per kg,125,135
2024-05-04,Miscellaneous,Sugar,per kg,125,135
2024-05-05,Miscellaneous,Sugar,per kg,125,135
2024-05-06,Miscellaneous,Sugar,per kg,120,135
2024-05-07,Miscellaneous,Sugar,per kg,120,135
2024-05-08,Miscellaneous,Sugar,per kg,120,135
2024-05-09,Miscellaneous,Sugar,per kg,120,135
2024-05-10,Miscellaneous,Sugar,per kg,120,135
2024-05-11,Miscellaneous,Sugar,per kg,120,135
2024-05-12,Miscellaneous,Sugar,per kg,120,135
2024-05-13,Miscellaneous,Sugar,per kg,120,135
2024-05-14,Miscellaneous,Sugar,per kg,120,135
2024-05-15,Miscellaneous,Sugar,per kg,120,135
2024-05-16,Miscellaneous,Sugar,per kg,120,135
2024-05-17,Miscellaneous,Sugar,per kg,120,135
2024-05-18,Miscellaneous,Sugar,per kg,120,135
2024-05-19,Miscellaneous,Sugar,per kg,125,135
2024-05-20,Miscellaneous,Sugar,per kg,125,135
2024-05-21,Miscellaneous,Sugar,per kg,125,135
2024-05-23,Miscellaneous,Sugar,per kg,125,135
2024-05-24,Miscellaneous,Sugar,per kg,125,135
2024-05-25,Miscellaneous,Sugar,per kg,125,135
2024-05-26,Miscellaneous,Sugar,per kg,130,135
2024-05-27,Miscellaneous,Sugar,per kg,130,135
2024-05-28,Miscellaneous,Sugar,per kg,130,135
2024-05-29,Miscellaneous,Sugar,per kg,130,135
2024-05-30,Miscellaneous,Sugar,per kg,130,135
2024-05-31,Miscellaneous,Sugar,per kg,125,135
2024-06-01,Miscellaneous,Sugar,per kg,125,135
2024-06-02,Miscellaneous,Sugar,per kg,125,135
2024-06-03,Miscellaneous,Sugar,per kg,125,135
2024-06-04,Miscellaneous,Sugar,per kg,125,135
2024-06-05,Miscellaneous,Sugar,per kg,125,135
2024-06-06,Miscellaneous,Sugar,per kg,125,135
2024-06-07,Miscellaneous,Sugar,per kg,125,135
2024-06-08,Miscellaneous,Sugar,per kg,125,135
2024-06-09,Miscellaneous,Sugar,per kg,125,135
2024-06-10,Miscellaneous,Sugar,per kg,125,135
2024-06-11,Miscellaneous,Sugar,per kg,125,135
2024-06-12,Miscellaneous,Sugar,per kg,125,135
2024-06-13,Miscellaneous,Sugar,per kg,125,135
2024-06-14,Miscellaneous,Sugar,per kg,125,135
2024-06-15,Miscellaneous,Sugar,per kg,125,135
2024-06-19,Miscellaneous,Sugar,per kg,125,135
2024-06-20,Miscellaneous,Sugar,per kg,125,135
2024-06-23,Miscellaneous,Sugar,per kg,125,135
2024-06-24,Miscellaneous,Sugar,per kg,125,135
2024-06-25,Miscellaneous,Sugar,per kg,125,135
2024-06-26,Miscellaneous,Sugar,per kg,125,135
2024-06-27,Miscellaneous,Sugar,per kg,125,135
2024-06-28,Miscellaneous,Sugar,per kg,125,135
2024-06-29,Miscellaneous,Sugar,per kg,125,135
2024-06-30,Miscellaneous,Sugar,per kg,125,135
2024-07-01,Miscellaneous,Sugar,per kg,125,135
2024-07-02,Miscellaneous,Sugar,per kg,125,135
2024-07-03,Miscellaneous,Sugar,per kg,125,135
2024-07-04,Miscellaneous,Sugar,per kg,125,135
2024-07-05,Miscellaneous,Sugar,per kg,125,135
2024-07-06,Miscellaneous,Sugar,per kg,125,135
2024-07-07,Miscellaneous,Sugar,per kg,125,135
2024-07-08,Miscellaneous,Sugar,per kg,125,135
2024-07-09,Miscellaneous,Sugar,per kg,125,135
2024-07-10,Miscellaneous,Sugar,per kg,125,135
2024-07-11,Miscellaneous,Sugar,per kg,125,135
2024-07-12,Miscellaneous,Sugar,per kg,125,135
2024-07-13,Miscellaneous,Sugar,per kg,125,135
2024-07-14,Miscellaneous,Sugar,per kg,125,135
2024-07-15,Miscellaneous,Sugar,per kg,125,135
2024-07-16,Miscellaneous,Sugar,per kg,125,135
2024-07-18,Miscellaneous,Sugar,per kg,125,135
2024-07-24,Miscellaneous,Sugar,per kg,125,135
2024-07-25,Miscellaneous,Sugar,per kg,130,135
2024-07-26,Miscellaneous,Sugar,per kg,130,135
2024-07-27,Miscellaneous,Sugar,per kg,130,135
2024-07-28,Miscellaneous,Sugar,per kg,130,135
2024-07-29,Miscellaneous,Sugar,per kg,130,135
2024-07-30,Miscellaneous,Sugar,per kg,130,135
2024-07-31,Miscellaneous,Sugar,per kg,125,135
2024-08-01,Miscellaneous,Sugar,per kg,125,135
2024-08-02,Miscellaneous,Sugar,per kg,125,130
2024-08-03,Miscellaneous,Sugar,per kg,125,130
2024-08-04,Miscellaneous,Sugar,per kg,125,135
2024-08-07,Miscellaneous,Sugar,per kg,125,135
2024-08-08,Miscellaneous,Sugar,per kg,125,135
2024-08-09,Miscellaneous,Sugar,per kg,125,135
2024-08-10,Miscellaneous,Sugar,per kg,125,135
2024-08-11,Miscellaneous,Sugar,per kg,130,135
2024-08-12,Miscellaneous,Sugar,per kg,130,135
2024-08-13,Miscellaneous,Sugar,per kg,130,135
2024-08-14,Miscellaneous,Sugar,per kg,130,135
2024-08-15,Miscellaneous,Sugar,per kg,130,135
2024-08-16,Miscellaneous,Sugar,per kg,130,135
2024-08-17,Miscellaneous,Sugar,per kg,130,135
2024-08-18,Miscellaneous,Sugar,per kg,130,135
2024-08-19,Miscellaneous,Sugar,per kg,130,135
2024-08-20,Miscellaneous,Sugar,per kg,130,135
2024-08-21,Miscellaneous,Sugar,per kg,130,135
2024-08-22,Miscellaneous,Sugar,per kg,130,135
2024-08-23,Miscellaneous,Sugar,per kg,130,135
2024-08-24,Miscellaneous,Sugar,per kg,128,135
2024-08-25,Miscellaneous,Sugar,per kg,128,135
2024-08-27,Miscellaneous,Sugar,per kg,125,135
2024-08-28,Miscellaneous,Sugar,per kg,125,135
2024-08-29,Miscellaneous,Sugar,per kg,125,130
2024-08-30,Miscellaneous,Sugar,per kg,125,130
2024-08-31,Miscellaneous,Sugar,per kg,125,130
2024-09-01,Miscellaneous,Sugar,per kg,125,130
2024-09-02,Miscellaneous,Sugar,per kg,125,130
2024-09-03,Miscellaneous,Sugar,per kg,125,130
2024-09-04,Miscellaneous,Sugar,per kg,125,130
2024-09-05,Miscellaneous,Sugar,per kg,125,130
2024-09-06,Miscellaneous,Sugar,per kg,125,130
2024-09-07,Miscellaneous,Sugar,per kg,125,130
2024-09-08,Miscellaneous,Sugar,per kg,125,130
2024-09-09,Miscellaneous,Sugar,per kg,125,130
2024-09-10,Miscellaneous,Sugar,per kg,125,130
2024-09-11,Miscellaneous,Sugar,per kg,125,130
2024-09-12,Miscellaneous,Sugar,per kg,125,130
2024-09-13,Miscellaneous,Sugar,per kg,125,130
2024-09-14,Miscellaneous,Sugar,per kg,125,130
2024-09-15,Miscellaneous,Sugar,per kg,125,130
2024-09-17,Miscellaneous,Sugar,per kg,125,130
2024-09-18,Miscellaneous,Sugar,per kg,125,130
2024-09-19,Miscellaneous,Sugar,per kg,125,130
2024-09-20,Miscellaneous,Sugar,per kg,125,130
2024-09-21,Miscellaneous,Sugar,per kg,125,130
2024-09-22,Miscellaneous,Sugar,per kg,125,130
2024-09-23,Miscellaneous,Sugar,per kg,125,130
2024-09-24,Miscellaneous,Sugar,per kg,125,130
2024-09-25,Miscellaneous,Sugar,per kg,126,135
2024-09-26,Miscellaneous,Sugar,per kg,126,135
2024-09-27,Miscellaneous,Sugar,per kg,126,135
2024-09-28,Miscellaneous,Sugar,per kg,126,135
2024-09-29,Miscellaneous,Sugar,per kg,126,135
2024-09-30,Miscellaneous,Sugar,per kg,126,135
2024-10-01,Miscellaneous,Sugar,per kg,126,135
2024-10-02,Miscellaneous,Sugar,per kg,128,135
2024-10-03,Miscellaneous,Sugar,per kg,128,135
2024-10-04,Miscellaneous,Sugar,per kg,128,135
2024-10-05,Miscellaneous,Sugar,per kg,128,135
2024-10-06,Miscellaneous,Sugar,per kg,128,135
2024-10-07,Miscellaneous,Sugar,per kg,128,135
2024-10-08,Miscellaneous,Sugar,per kg,125,135
2024-10-09,Miscellaneous,Sugar,per kg,125,135
2024-10-11,Miscellaneous,Sugar,per kg,126,135
2024-10-12,Miscellaneous,Sugar,per kg,125,135
2024-10-14,Miscellaneous,Sugar,per kg,125,135
2024-10-15,Miscellaneous,Sugar,per kg,125,135
2024-10-16,Miscellaneous,Sugar,per kg,127,135
2024-10-17,Miscellaneous,Sugar,per kg,127,135
2024-10-18,Miscellaneous,Sugar,per kg,127,135
2024-10-19,Miscellaneous,Sugar,per kg,128,135
2024-10-20,Miscellaneous,Sugar,per kg,128,135
2024-10-21,Miscellaneous,Sugar,per kg,128,135
2024-10-22,Miscellaneous,Sugar,per kg,128,135
2024-10-23,Miscellaneous,Sugar,per kg,128,135
2024-10-24,Miscellaneous,Sugar,per kg,130,135
2024-10-25,Miscellaneous,Sugar,per kg,130,135
2024-10-26,Miscellaneous,Sugar,per kg,130,135
2024-10-27,Miscellaneous,Sugar,per kg,130,135
2024-10-28,Miscellaneous,Sugar,per kg,130,135
2024-10-29,Miscellaneous,Sugar,per kg,130,135
2024-10-30,Miscellaneous,Sugar,per kg,130,135
2024-10-31,Miscellaneous,Sugar,per kg,130,135
2024-11-01,Miscellaneous,Sugar,per kg,130,135
2024-11-02,Miscellaneous,Sugar,per kg,130,135
2024-11-03,Miscellaneous,Sugar,per kg,130,135
2024-11-04,Miscellaneous,Sugar,per kg,130,135
2024-11-05,Miscellaneous,Sugar,per kg,130,135
2024-11-06,Miscellaneous,Sugar,per kg,130,135
2024-11-07,Miscellaneous,Sugar,per kg,130,135
2024-11-08,Miscellaneous,Sugar,per kg,130,135
2024-11-09,Miscellaneous,Sugar,per kg,130,135
2024-11-10,Miscellaneous,Sugar,per kg,130,135
2024-11-11,Miscellaneous,Sugar,per kg,128,135
2024-11-12,Miscellaneous,Sugar,per kg,128,135
2024-11-13,Miscellaneous,Sugar,per kg,128,135
2024-11-14,Miscellaneous,Sugar,per kg,128,135
2024-11-15,Miscellaneous,Sugar,per kg,128,135
2024-11-16,Miscellaneous,Sugar,per kg,128,135
2024-11-17,Miscellaneous,Sugar,per kg,125,135
2024-11-18,Miscellaneous,Sugar,per kg,125,135
2024-11-19,Miscellaneous,Sugar,per kg,125,135
2024-11-20,Miscellaneous,Sugar,per kg,125,135
2024-11-21,Miscellaneous,Sugar,per kg,125,135
2024-11-22,Miscellaneous,Sugar,per kg,125,135
2024-11-23,Miscellaneous,Sugar,per kg,125,135
2024-11-24,Miscellaneous,Sugar,per kg,125,135
2024-11-25,Miscellaneous,Sugar,per kg,125,135
2024-11-26,Miscellaneous,Sugar,per kg,125,135
2024-11-27,Miscellaneous,Sugar,per kg,125,127
2024-11-28,Miscellaneous,Sugar,per kg,125,127
2024-11-29,Miscellaneous,Sugar,per kg,125,127
2024-11-30,Miscellaneous,Sugar,per kg,125,127
2024-12-01,Miscellaneous,Sugar,per kg,125,127
2024-12-02,Miscellaneous,Sugar,per kg,125,127
2024-12-03,Miscellaneous,Sugar,per kg,125,127
2024-12-04,Miscellaneous,Sugar,per kg,125,127
2024-12-05,Miscellaneous,Sugar,per kg,125,127
2024-12-06,Miscellaneous,Sugar,per kg,125,127
2024-12-07,Miscellaneous,Sugar,per kg,125,127
2024-12-08,Miscellaneous,Sugar,per kg,125,127
2024-12-09,Miscellaneous,Sugar,per kg,125,127
2024-12-10,Miscellaneous,Sugar,per kg,125,127
2024-12-11,Miscellaneous,Sugar,per kg,125,127
2024-12-12,Miscellaneous,Sugar,per kg,125,127
2024-12-13,Miscellaneous,Sugar,per kg,125,127
2024-12-14,Miscellaneous,Sugar,per kg,125,127
2024-12-15,Miscellaneous,Sugar,per kg,125,127
2024-12-17,Miscellaneous,Sugar,per kg,125,127
2024-12-18,Miscellaneous,Sugar,per kg,125,127
2024-12-19,Miscellaneous,Sugar,per kg,125,127
2024-12-20,Miscellaneous,Sugar,per kg,125,127
2024-12-22,Miscellaneous,Sugar,per kg,125,127
2024-12-22,Miscellaneous,Sugar,per kg,125,127
2024-12-24,Miscellaneous,Sugar,per kg,120,127
2024-12-26,Miscellaneous,Sugar,per kg,125,130
2024-12-27,Miscellaneous,Sugar,per kg,122,127
2024-12-28,Miscellaneous,Sugar,per kg,120,132
2024-12-29,Miscellaneous,Sugar,per kg,120,132
2024-12-30,Miscellaneous,Sugar,per kg,120,132
2024-12-31,Miscellaneous,Sugar,per kg,120,125
2025-01-01,Miscellaneous,Sugar,per kg,120,125
2025-01-02,Miscellaneous,Sugar,per kg,120,125
2025-01-03,Miscellaneous,Sugar,per kg,120,130
2025-01-04,Miscellaneous,Sugar,per kg,120,130
2025-01-05,Miscellaneous,Sugar,per kg,120,130
2025-01-06,Miscellaneous,Sugar,per kg,120,130
2025-01-07,Miscellaneous,Sugar,per kg,120,130
2025-01-08,Miscellaneous,Sugar,per kg,120,130
2025-01-09,Miscellaneous,Sugar,per kg,120,130
2025-01-10,Miscellaneous,Sugar,per kg,120,130
2025-01-11,Miscellaneous,Sugar,per kg,120,130
2025-01-12,Miscellaneous,Sugar,per kg,120,130
2025-01-13,Miscellaneous,Sugar,per kg,120,130
2025-01-14,Miscellaneous,Sugar,per kg,120,130
2025-01-15,Miscellaneous,Sugar,per kg,120,130
2025-01-16,Miscellaneous,Sugar,per kg,120,130
2025-01-17,Miscellaneous,Sugar,per kg,120,125
2025-01-18,Miscellaneous,Sugar,per kg,120,128
2025-01-19,Miscellaneous,Sugar,per kg,120,128
2025-01-20,Miscellaneous,Sugar,per kg,120,128
2025-01-21,Miscellaneous,Sugar,per kg,120,125
2025-01-22,Miscellaneous,Sugar,per kg,120,125
2025-01-23,Miscellaneous,Sugar,per kg,120,125
2025-01-24,Miscellaneous,Sugar,per kg,120,125
2025-01-25,Miscellaneous,Sugar,per kg,120,122
2025-01-26,Miscellaneous,Sugar,per kg,120,125
2025-01-27,Miscellaneous,Sugar,per kg,118,125
2025-01-28,Miscellaneous,Sugar,per kg,118,125
2025-02-20,Miscellaneous,Sugar,per kg,120,125
2025-03-09,Miscellaneous,Sugar,per kg,118,125
2025-03-10,Miscellaneous,Sugar,per kg,118,125
2025-03-11,Miscellaneous,Sugar,per kg,118,125
2025-03-12,Miscellaneous,Sugar,per kg,118,125
2025-03-13,Miscellaneous,Sugar,per kg,115,120
2025-03-13,Miscellaneous,Sugar,per kg,115,120
2025-03-14,Miscellaneous,Sugar,per kg,115,120
2025-03-16,Miscellaneous,Sugar,per kg,115,120
2025-03-17,Miscellaneous,Sugar,per kg,115,120
2025-03-18,Miscellaneous,Sugar,per kg,115,120
2025-03-19,Miscellaneous,Sugar,per kg,115,120
2025-03-20,Miscellaneous,Sugar,per kg,115,120
2025-03-21,Miscellaneous,Sugar,per kg,115,120
2025-03-22,Miscellaneous,Sugar,per kg,115,120
2025-03-23,Miscellaneous,Sugar,per kg,115,120
2025-03-23,Miscellaneous,Sugar,per kg,115,120
2025-03-24,Miscellaneous,Sugar,per kg,115,120
2025-03-25,Miscellaneous,Sugar,per kg,115,120
2025-03-27,Miscellaneous,Sugar,per kg,115,120
2025-04-04,Miscellaneous,Sugar,per kg,115,120
2025-04-05,Miscellaneous,Sugar,per kg,115,120
2025-04-06,Miscellaneous,Sugar,per kg,115,120
2025-04-07,Miscellaneous,Sugar,per kg,115,120
2025-04-08,Miscellaneous,Sugar,per kg,115,120
2025-04-09,Miscellaneous,Sugar,per kg,115,120
2025-04-10,Miscellaneous,Sugar,per kg,115,120
2025-04-11,Miscellaneous,Sugar,per kg,115,120
2025-04-12,Miscellaneous,Sugar,per kg,115,120
2025-04-13,Miscellaneous,Sugar,per kg,115,120
2025-04-15,Miscellaneous,Sugar,per kg,115,120
2025-04-16,Miscellaneous,Sugar,per kg,115,120
2025-04-17,Miscellaneous,Sugar,per kg,115,120
2025-04-18,Miscellaneous,Sugar,per kg,115,120
2025-04-19,Miscellaneous,Sugar,per kg,115,120
2025-04-20,Miscellaneous,Sugar,per kg,115,120
2025-04-21,Miscellaneous,Sugar,per kg,114,120
2025-04-21,Miscellaneous,Sugar,per kg,114,120
2025-04-23,Miscellaneous,Sugar,per kg,114,120
2025-04-24,Miscellaneous,Sugar,per kg,114,120
2025-04-25,Miscellaneous,Sugar,per kg,114,120
2025-04-26,Miscellaneous,Sugar,per kg,114,120
2025-04-27,Miscellaneous,Sugar,per kg,114,120
2025-04-28,Miscellaneous,Sugar,per kg,114,120
2025-04-29,Miscellaneous,Sugar,per kg,114,120
2025-04-30,Miscellaneous,Sugar,per kg,114,120
2025-05-02,Miscellaneous,Sugar,per kg,114,120
2025-05-03,Miscellaneous,Sugar,per kg,114,120
2025-05-04,Miscellaneous,Sugar,per kg,114,120
2025-05-05,Miscellaneous,Sugar,per kg,112,120
2025-05-06,Miscellaneous,Sugar,per kg,112,120
2025-05-07,Miscellaneous,Sugar,per kg,112,120
2025-05-08,Miscellaneous,Sugar,per kg,112,120
2025-05-09,Miscellaneous,Sugar,per kg,112,120
2025-05-10,Miscellaneous,Sugar,per kg,112,120
2025-05-12,Miscellaneous,Sugar,per kg,112,120
2025-05-13,Miscellaneous,Sugar,per kg,112,120
2025-05-14,Miscellaneous,Sugar,per kg,112,120
2025-05-15,Miscellaneous,Sugar,per kg,112,120
2025-05-16,Miscellaneous,Sugar,per kg,112,120
2025-05-17,Miscellaneous,Sugar,per kg,112,120
2025-05-18,Miscellaneous,Sugar,per kg,110,120
2025-05-19,Miscellaneous,Sugar,per kg,110,120
2025-05-20,Miscellaneous,Sugar,per kg,110,120
2025-05-21,Miscellaneous,Sugar,per kg,110,120
2025-05-22,Miscellaneous,Sugar,per kg,110,120
2025-05-23,Miscellaneous,Sugar,per kg,110,120
2025-05-24,Miscellaneous,Sugar,per kg,110,120
2025-05-25,Miscellaneous,Sugar,per kg,110,120
2025-05-26,Miscellaneous,Sugar,per kg,110,120
2025-05-27,Miscellaneous,Sugar,per kg,110,120
2025-05-28,Miscellaneous,Sugar,per kg,110,120
2025-05-29,Miscellaneous,Sugar,per kg,110,120
2025-05-30,Miscellaneous,Sugar,per kg,110,120
2025-05-31,Miscellaneous,Sugar,per kg,110,120
2025-06-01,Miscellaneous,Sugar,per kg,110,120
2025-06-02,Miscellaneous,Sugar,per kg,110,120
2025-06-03,Miscellaneous,Sugar,per kg,110,120
2025-06-04,Miscellaneous,Sugar,per kg,110,120
2025-06-13,Miscellaneous,Sugar,per kg,110,120
2025-06-14,Miscellaneous,Sugar,per kg,110,120
2025-06-15,Miscellaneous,Sugar,per kg,110,120
2025-06-16,Miscellaneous,Sugar,per kg,110,120
2025-06-17,Miscellaneous,Sugar,per kg,110,120
2025-06-18,Miscellaneous,Sugar,per kg,110,120
2025-06-19,Miscellaneous,Sugar,per kg,110,120
2025-06-20,Miscellaneous,Sugar,per kg,110,120
2025-06-21,Miscellaneous,Sugar,per kg,110,120
2025-06-22,Miscellaneous,Sugar,per kg,110,120
2025-06-23,Miscellaneous,Sugar,per kg,110,120
2025-06-24,Miscellaneous,Sugar,per kg,110,120
2025-06-25,Miscellaneous,Sugar,per kg,110,120
2025-06-26,Miscellaneous,Sugar,per kg,110,120
2025-06-27,Miscellaneous,Sugar,per kg,110,120
2025-06-28,Miscellaneous,Sugar,per kg,110,120
2025-06-29,Miscellaneous,Sugar,per kg,110,120
2025-06-30,Miscellaneous,Sugar,per kg,110,120
2025-07-01,Miscellaneous,Sugar,per kg,110,120
2025-07-02,Miscellaneous,Sugar,per kg,110,120
2025-07-03,Miscellaneous,Sugar,per kg,110,120
2025-07-04,Miscellaneous,Sugar,per kg,110,120
2025-07-05,Miscellaneous,Sugar,per kg,110,120
2025-07-07,Miscellaneous,Sugar,per kg,110,120
2025-07-08,Miscellaneous,Sugar,per kg,110,120
2025-07-09,Miscellaneous,Sugar,per kg,110,120
2025-07-10,Miscellaneous,Sugar,per kg,110,120
2025-07-11,Miscellaneous,Sugar,per kg,110,120
2025-07-12,Miscellaneous,Sugar,per kg,110,120
2025-07-13,Miscellaneous,Sugar,per kg,110,115
2025-07-14,Miscellaneous,Sugar,per kg,110,115
2025-07-15,Miscellaneous,Sugar,per kg,110,115
2025-07-16,Miscellaneous,Sugar,per kg,106,115
2025-07-17,Miscellaneous,Sugar,per kg,106,115
2025-07-18,Miscellaneous,Sugar,per kg,106,115
2025-07-19,Miscellaneous,Sugar,per kg,106,115
2025-07-20,Miscellaneous,Sugar,per kg,106,115
2025-07-21,Miscellaneous,Sugar,per kg,105,115
2025-07-22,Miscellaneous,Sugar,per kg,105,115
2025-07-23,Miscellaneous,Sugar,per kg,105,115
2025-07-24,Miscellaneous,Sugar,per kg,105,115
2025-07-25,Miscellaneous,Sugar,per kg,105,115
